CIK,Company,Type,Date,Period of Report,SIC,State of Inc,State,Fiscal Year End,Basename,gvkey,sich,insbnk,understatement,option,Misstatement_BAO,act,ap,at,ceq,che,cogs,csho,dlc,dltis,dltt,dp,ib,invt,ivao,ivst,lct,lt,ni,ppegt,pstk,re,rect,sale,sstk,txp,txt,xint,prcc_f,dch_wc,ch_rsst,dch_rec,dch_inv,soft_assets,ch_cs,ch_cm,ch_roa,issue,bm,dpi,reoa,EBIT,ch_fcf,Misstatement_AA,Misstatement,restatement_year
1062019,WATCHGUARD TECHNOLOGIES INC,10-K,2001-03-28,2000-12-31,7372.0,DE,DE,1231.0,1062019_2000,122447,7372.0,0.0,0.0,0.0,0,140.59,7.256,195.93,172.405,115.115,20.519,26.287,0.0,0.0,0.0,5.228,-15.664,7.026,0.0,101.278,23.525,23.525,-15.664,9.377,0.0,-45.825,15.271,60.703,97.259,0.0,0.215,0.05,31.625,0.030121269,1.080976728,0.096939399,0.042260823,0.375001276,1.4193136,-0.087965893,0.504303234,1.0,0.207385457,0.572285588,-0.233884551,-0.078594396,-1.077992421,0,0,
1062231,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,10-K,2001-03-15,2000-12-31,3714.0,DE,DE,1231.0,1062231_2000,117861,3714.0,0.0,0.0,0.0,0,500.6,341.3,1902.5,372.0,35.2,2542.7,43.7,0.0,45.7,817.1,104.8,129.2,160.4,0.0,0.0,510.3,1530.5,129.2,1563.8,0.0,190.7,247.3,3069.5,1.1,0.0,74.2,77.6,7.9375,0.018158454,0.119175327,0.029779864,0.015141357,0.350696452,0.046242881,0.135504384,-0.007445806,1.0,1.072451756,1.049373305,0.100236531,0.147700394,-0.111576712,0,0,
1062441,PENTON MEDIA INC,10-K,2001-03-29,2000-12-31,2721.0,DE,DE,1231.0,1062441_2000,113301,2721.0,0.0,0.0,0.0,0,99.787,12.054,781.757,336.569,11.605,147.012,31.836,11.323,91.0,290.96,33.431,79.675,0.798,0.0,0.0,130.549,445.188,79.59,72.203,0.0,120.012,70.059,404.571,0.473,3.26,61.559,17.733,26.875,0.029522304,-0.06810103,0.037532932,-2.5139e-05,0.939748541,0.254972688,0.10829022,0.087300011,1.0,0.393375351,0.505494584,0.153515734,0.203237067,0.158281882,0,0,
1062606,SERVICEWARE TECHNOLOGIES INC/ PA,10-K,2001-03-30,2000-12-31,7372.0,DE,DE,1231.0,1062606_2000,134104,7372.0,0.0,0.0,0.0,0,34.141,2.236,48.402,34.569,25.763,9.152,24.346,0.0,0.0,0.258,7.419,-19.776,0.0,1.1,13.715,12.355,13.833,-19.776,8.349,0.0,-35.586,5.717,29.185,42.733,0.0,0.0,0.384,4.7344,0.108363501,1.075702726,0.064789182,0.0,0.378352134,0.518648879,-0.304707764,0.081735735,1.0,0.299913866,1.02862424,-0.735217553,-0.400644601,-1.33427385,0,0,
1062822,LEXICON GENETICS INC/TX,10-K,2001-03-15,2000-12-31,8731.0,,,1231.0,1062822_2000,133868,2835.0,0.0,0.0,0.0,0,206.032,2.523,220.693,207.628,202.68,47.315,48.272,1.012,0.0,1.834,2.621,-25.994,0.0,0.0,164.869,11.231,13.065,-25.994,20.185,0.0,-54.903,2.815,14.459,204.33,0.0,0.0,0.422,16.625,-0.007679392,1.504203875,-0.004749206,0.0,0.016022257,3.980457105,-0.448526881,0.277082453,1.0,0.258719387,1.09841503,-0.248775448,-0.115871369,-1.61547686,0,0,
1063527,AUGUST TECHNOLOGY CORP,10-K,2001-03-16,2000-12-31,3827.0,MN,MN,1231.0,1063527_2000,136824,3825.0,0.0,0.0,0.0,0,42.924,2.768,47.897,41.685,26.707,12.231,12.633,0.052,0.0,0.112,0.363,1.872,8.256,2.486,23.604,6.051,6.212,1.872,2.882,0.0,2.055,6.879,31.666,36.209,0.846,0.807,0.1,12.9375,0.254631411,1.320286589,0.137797079,0.21244938,0.395932939,1.730261227,0.10179026,0.096804457,1.0,0.255048602,1.004633342,0.042904566,0.058020335,-1.246843677,0,0,
1063744,INFORMATION HOLDINGS INC,10-K,2001-03-27,2000-12-31,2731.0,DE,DE,1231.0,1063744_2000,113272,2731.0,0.0,0.0,0.0,0,144.586,20.156,310.997,256.275,108.106,19.72,21.612,0.308,0.0,2.107,9.744,7.092,6.472,0.0,11.731,37.186,54.722,7.092,11.256,0.0,12.983,23.378,73.289,157.052,0.0,5.253,0.57,23.4375,0.002223927,0.330907029,0.028381759,0.006200309,0.633732801,0.310200325,0.21176936,-0.017887114,1.0,0.505941144,0.920014823,0.041746383,0.041527732,-0.326125585,0,0,
1063980,CLARK/BARDES HOLDINGS INC,10-K,2001-03-29,2000-12-31,6311.0,DE,DE,1231.0,1063980_2000,113459,6411.0,1.0,0.0,0.0,0,43.402,10.786,219.855,112.558,7.598,49.044,12.675,11.968,63.1,52.605,8.898,11.448,0.0,0.0,0.0,45.719,107.297,11.448,12.593,0.0,23.621,31.134,147.613,25.647,4.121,5.825,4.97,10.125,0.012601751,0.273821197,0.074490737,0.0,0.927343022,0.303474022,0.288455592,-0.025400966,1.0,0.877068206,1.043141153,0.107438994,0.101171227,-0.258637595,0,0,
1064535,TUMBLEWEED INC,10-K,2001-03-30,2000-12-31,5812.0,DE,DE,1231.0,1064535_2000,118797,5812.0,0.0,0.0,0.0,0,3.407,1.113,39.453,17.871,0.282,44.193,5.839,2.041,6.424,14.958,2.147,0.563,1.781,0.0,0.0,5.652,21.582,0.563,38.177,0.0,1.773,0.758,55.746,0.0,0.549,0.066,1.491,2.0,0.01657197,0.03035564,0.003972012,0.004813763,0.186956632,0.086433987,-0.133745216,-0.019633942,1.0,1.53031341,0.820357555,0.044939548,0.053734824,-0.056344697,0,0,
1064648,LOUDEYE TECHNOLOGIES INC,10-K,2001-02-27,2000-12-31,7371.0,,,1231.0,1064648_2000,132980,7370.0,0.0,0.0,0.0,0,99.302,1.137,132.676,116.068,94.989,8.043,37.072,4.425,10.205,7.324,12.494,-39.524,0.0,0.0,43.3,9.284,16.608,-39.524,21.732,0.0,-65.995,3.241,11.537,81.1,0.0,0.0,0.907,1.1875,0.039083127,0.44100052,0.021828495,0.0,0.163797522,4.20596511,-1.191062666,-0.103877832,1.0,2.636530904,0.428951736,-0.497414755,-0.291062438,-0.714305494,0,0,
1065049,LEAP WIRELESS INTERNATIONAL INC,10-K,2001-03-02,2000-12-31,4813.0,DE,DE,1231.0,1065049_2000,114484,4812.0,0.0,0.0,0.0,0,712.244,12.678,1647.407,583.258,551.559,75.704,28.349,0.0,609.426,897.878,24.563,4.569,9.032,51.896,212.681,124.425,1064.149,-0.168,442.249,0.0,-300.127,138.907,50.317,341.949,39.214,47.54,116.258,25.0,0.078555008,0.240466466,0.137366611,0.003653534,0.404062263,-6.484197219,-0.669949279,0.646397346,1.0,0.822968006,0.878258987,-0.182181452,0.099325789,-0.069811543,0,0,
1065088,EBAY INC,10-K,2001-03-28,2000-12-31,7389.0,DE,DE,1231.0,1065088_2000,114524,7370.0,0.0,0.0,0.0,0,675.464,31.725,1182.403,1013.76,556.039,58.836,269.25,15.272,2.869,11.404,38.05,48.294,0.0,218.197,354.166,137.442,155.395,48.294,194.178,0.0,73.629,67.163,431.424,45.556,11.092,32.725,3.374,33.0,0.018042766,0.18355297,0.028536885,0.0,0.423885088,1.060080697,0.313374715,0.024501828,1.0,0.114094708,0.668718264,0.062270647,0.071374142,-0.148641528,0,0,
1066104,CORPORATE EXECUTIVE BOARD CO,10-K,2001-03-30,2000-12-31,8742.0,DE,DE,1231.0,1066104_2000,118502,8742.0,0.0,0.0,0.0,0,75.361,8.102,152.494,65.561,25.258,36.094,31.144,0.0,0.0,0.0,2.573,14.92,0.0,44.115,5.765,85.536,86.933,14.92,21.934,0.0,26.671,29.519,95.491,5.505,0.0,9.539,0.0,39.7656,-0.034978528,0.469123787,0.024895628,0.0,0.726743347,0.35782279,0.037643274,-0.075324676,1.0,0.052937493,0.865283763,0.174898685,0.160393196,-0.454831852,0,0,
1066138,LODGIAN INC,10-K,2001-03-28,2000-12-31,7011.0,DE,DE,1231.0,1066138_2000,9614,7011.0,0.0,0.0,0.0,0,60.929,25.088,1163.947,136.88,23.239,230.938,28.29,79.843,32.326,674.038,64.794,-87.955,7.805,0.0,2.237,160.783,838.424,-87.955,1265.647,0.0,-126.722,20.624,580.897,0.0,0.0,-28.723,102.347,3.3125,0.004245874,-0.065520471,-0.004890406,-0.001070356,0.070157834,-0.006330313,0.923912199,-0.026429858,1.0,1.460666813,0.749090452,-0.108872655,-0.012312416,0.03846249,0,0,
1066605,HEIDRICK & STRUGGLES INTERNATIONAL INC,10-K,2001-03-29,2000-12-31,7200.0,DE,DE,1231.0,1066605_2000,120048,7361.0,0.0,0.0,0.0,0,336.381,10.051,523.644,287.677,184.836,379.005,19.373,1.135,0.0,0.61,16.1,19.417,0.0,0.0,0.0,216.041,235.967,19.417,92.477,0.0,58.72,113.691,594.394,79.657,16.415,25.746,0.209,42.0625,-0.088619082,0.040384766,0.061249335,0.0,0.546455225,0.518910652,0.230488097,0.019942195,1.0,0.353031275,0.61458506,0.112137254,0.086646653,-0.008639399,0,0,
1066806,CONOCO INC /DE,10-K,2001-03-12,2000-12-31,2911.0,DE,DE,1231.0,1066806_2000,114303,2911.0,0.0,0.0,0.0,0,3411.0,1634.0,18127.0,5628.0,342.0,26318.0,623.433,256.0,65.0,4138.0,1296.0,1902.0,791.0,446.0,0.0,4187.0,12162.0,1902.0,23890.0,0.0,807.0,1837.0,31963.0,12.0,665.0,1556.0,354.0,28.9375,-0.009042954,0.081850328,0.005912701,0.005101154,0.307717769,0.592811078,0.224600737,0.064399316,1.0,0.311963148,1.000148448,0.044519226,0.210294037,-0.014723784,0,0,
106752,ENVIROSOURCE INC,10-K,2001-03-23,2000-12-31,5090.0,DE,DE,1231.0,106752_2000,7967,5093.0,0.0,0.0,0.0,0,35.295,12.124,263.471,-93.165,4.042,133.869,5.813,1.201,70.662,289.621,29.602,-7.473,0.0,0.0,0.0,37.048,356.636,-7.473,278.191,0.0,-269.425,25.786,199.579,0.0,0.0,0.945,29.843,0.08,0.009070973,-0.035143098,-0.026001979,0.0,0.55485803,-0.022837442,0.195103442,0.260075013,1.0,-7.034304207,1.279056886,-1.022598313,0.088491713,0.361055733,0,0,
1067837,ENTERCOM COMMUNICATIONS CORP,10-K,2001-03-21,2000-12-31,4832.0,PA,PA,930.0,1067837_2000,117902,4832.0,0.0,0.0,0.0,0,90.938,18.967,1473.928,735.701,13.257,206.608,45.24,0.011,47.0,586.249,42.575,47.254,0.0,12.116,0.0,27.781,738.227,47.254,120.485,0.0,-11.864,70.937,352.025,1.715,0.0,31.796,46.473,34.4375,0.012074665,0.032159851,0.013248194,0.0,0.92726239,0.702534267,0.415863759,0.09637671,1.0,0.472222998,0.610533375,-0.00804924,0.085162233,0.042553666,0,0,
1068292,CLARENT CORP/CA,10-K,2001-03-30,2000-12-31,7372.0,CA,CA,1231.0,1068292_2000,121835,7373.0,0.0,0.0,0.0,1,305.387,14.337,507.556,438.583,260.614,41.926,39.35,0.0,0.0,0.0,32.725,-95.729,17.662,14.479,74.987,54.439,68.973,-95.729,49.908,0.0,-135.005,21.169,107.931,8.113,0.0,0.424,0.006,11.3125,-0.04410362,0.43381847,-0.007234341,0.021966393,0.41375533,2.632971062,0.637833305,-0.056377385,1.0,0.985254586,0.40235964,-0.265990354,-0.187760562,-0.587915399,0,1,
1068848,PULITZER INC,10-K,2001-03-20,2000-12-31,2711.0,DE,DE,1231.0,1068848_2000,12827,2711.0,0.0,0.0,0.0,0,268.193,14.463,1282.873,799.701,194.313,354.189,22.152,0.0,306.0,306.0,13.495,34.902,5.468,0.0,126.866,49.574,483.172,34.902,204.205,0.0,434.212,55.524,407.541,1.298,0.0,23.595,16.537,46.85,-0.011793062,0.022094854,-0.004360594,0.00028481,0.762158842,0.104082851,-0.76796025,0.02889276,1.0,0.770557587,1.563380877,0.338468422,0.058489032,-0.01152948,0,0,
1069258,WIRELESS FACILITIES INC,10-K,2001-03-29,2000-12-31,7380.0,DE,DE,1231.0,1069258_2000,126056,4899.0,0.0,0.0,0.0,0,185.4,15.1,297.1,198.6,18.5,140.1,43.3,30.1,0.4,7.6,10.3,31.8,0.0,0.0,0.0,81.7,98.4,31.8,25.6,0.0,41.7,152.6,255.9,12.9,0.0,20.3,2.0,36.25,0.417924886,0.495746276,0.382809391,0.0,0.870414002,0.588401068,-0.997961634,0.048791429,1.0,0.126527037,1.00037035,0.140356782,0.182093571,-0.393018154,0,0,
1069878,TREX CO INC,10-K,2001-03-28,2000-12-31,3089.0,DE,DE,1231.0,1069878_2000,119316,2400.0,0.0,0.0,0.0,0,34.766,17.082,156.595,69.041,0.0,55.195,14.135,0.697,63.189,60.702,6.657,19.302,23.017,0.0,0.0,21.07,87.554,19.302,127.743,0.0,27.57,10.582,117.568,0.245,0.574,11.682,2.007,25.1875,0.109640607,0.170387201,0.078983289,0.121654274,0.274338261,0.480612203,-0.08254762,-0.015173215,1.0,0.193921605,1.222584028,0.176059261,0.210677225,-0.114719073,0,0,
1070052,PROXICOM INC,10-K,2001-02-23,2000-12-31,7371.0,DE,DE,1231.0,1070052_2000,119836,7370.0,0.0,0.0,0.0,0,162.654,9.378,234.98,196.331,105.778,97.087,56.719,0.0,0.0,0.0,15.453,-5.228,3.384,0.0,60.143,34.47,38.649,-5.228,34.839,0.0,-24.88,46.31,207.067,13.206,0.0,9.862,0.227,4.125,0.050615803,0.61380836,0.11271748,0.007689309,0.434615712,1.70737496,0.310085273,-0.070638011,1.0,0.839143743,0.560904008,-0.105881352,0.020686867,-0.660642784,0,0,
1070602,CARESIDE INC,10-K,2001-03-29,2000-12-31,3841.0,DE,DE,1231.0,1070602_2000,122114,3821.0,0.0,0.0,0.0,0,4.765,1.457,12.663,5.65,1.789,14.388,10.59,2.533,0.795,1.215,2.933,-16.703,2.698,0.0,0.0,4.744,5.959,-16.703,9.856,1.054,-45.199,0.104,0.741,14.289,0.0,0.0,0.495,1.8125,0.142096703,-0.022992755,0.001922224,0.158879196,0.413093264,-6.484197219,-1.033716786,-0.1953294,1.0,0.294357071,0.543835723,-3.569375345,-1.279949459,-0.35494603,0,0,
1070699,UNIVERSAL ACCESS INC,10-K,2001-03-29,2000-12-31,4812.0,DE,DE,1231.0,1070699_2000,133049,7389.0,0.0,0.0,0.0,0,128.671,28.14,227.022,177.362,107.356,37.991,90.856,1.233,0.0,1.153,5.027,-46.537,0.0,2.0,50.425,48.198,49.66,-46.537,83.523,0.0,-67.735,15.404,51.122,164.761,0.0,0.0,0.51,8.0,-0.152372059,1.180059529,0.082125189,0.0,0.180559593,2.413318225,0.93297173,0.273914645,1.0,0.244015255,0.790961125,-0.298363154,-0.202742465,-1.364647238,0,0,
107189,WILLAMETTE INDUSTRIES INC,10-K,2001-03-29,2000-12-31,2621.0,OR,OR,1231.0,107189_2000,11502,2621.0,0.0,0.0,0.0,0,992.817,173.584,5117.67,2381.043,24.284,3414.686,109.417,207.207,115.038,1542.926,314.999,344.887,473.788,0.0,0.0,596.723,2736.627,344.887,6746.414,0.0,2096.736,459.591,4651.761,8.931,19.184,169.5,124.296,46.9375,0.014837531,0.035416762,0.015496497,0.005784461,0.207420174,0.143293654,-0.031599953,0.014702347,1.0,0.46362034,1.019151298,0.409705198,0.124799567,-0.018390543,0,0,
1072048,SPECTRASITE HOLDINGS INC,10-K,2001-03-20,2000-12-31,4899.0,DE,DE,1231.0,1072048_2000,123500,4899.0,0.0,0.0,0.0,0,684.71,54.562,3054.105,1224.8,552.653,225.486,144.914,0.336,895.9,1709.055,96.734,-157.616,29.526,0.0,0.0,110.007,1829.305,-157.616,1638.542,0.0,-268.19,92.487,346.908,790.397,0.0,2.174,139.864,13.25,0.006288169,0.27686241,0.028404856,0.006503421,0.314696122,2.994333803,-0.227030986,0.06759858,1.0,0.637879955,0.801618678,-0.08781296,-0.005100676,-0.30491444,0,0,
1072341,PLAYBOY ENTERPRISES INC,10-K,2001-03-29,2000-12-31,2721.0,DE,DE,1231.0,1072341_2000,8638,2721.0,0.0,0.0,0.0,0,155.334,25.295,388.488,114.185,5.977,253.711,24.506,8.922,10.0,94.328,11.658,-47.626,72.639,0.0,3.443,107.006,274.303,-47.626,37.406,0.0,-3.866,52.65,307.722,1.385,0.0,16.227,9.148,9.9375,-0.015341916,-0.063827654,-0.005489736,-0.009140593,0.957100348,-0.095781518,-0.428555821,-0.09982799,1.0,0.4688776,1.482331115,-0.009951401,-0.0572759,-0.039017472,0,0,
1072343,ARCH CHEMICALS INC,10-K,2001-03-12,2000-12-31,2800.0,VA,VA,1231.0,1072343_2000,117862,2800.0,0.0,0.0,0.0,0,515.8,143.5,1073.6,419.8,19.1,641.8,22.1,95.8,172.3,247.6,55.7,0.5,164.7,0.0,0.0,343.5,653.8,0.5,868.2,0.0,-25.6,212.7,941.2,0.0,0.0,-8.0,13.8,17.75,0.078119033,-0.04255087,0.048115215,0.018984234,0.674087183,0.051823192,-0.180202544,-0.05616908,1.0,1.070167612,0.974849763,-0.023845007,0.005868107,-0.001309258,0,0,
1072369,IMAGEX COM INC,10-K,2001-03-22,2000-12-31,2750.0,WA,WA,1231.0,1072369_2000,123015,2750.0,0.0,0.0,0.0,0,57.786,5.519,136.306,117.106,40.42,28.984,26.557,0.0,8.8,8.8,8.943,-47.455,3.726,0.0,0.0,10.4,19.2,-47.455,29.413,0.0,-81.314,12.25,50.731,103.026,0.0,0.0,0.257,1.0313,0.08087269,0.743751963,0.102608534,0.03573796,0.536572125,4.04550927,-5.671811747,0.545068471,1.0,4.275984988,0.808893639,-0.59655481,-0.346265021,-1.053333643,0,0,
1072546,PHARMANETICS INC,10-K,2001-03-30,2000-12-31,3845.0,NC,NC,1231.0,1072546_2000,61691,3841.0,0.0,0.0,0.0,0,11.053,0.958,18.314,6.58,9.248,2.618,7.851,0.861,0.0,0.036,0.972,-6.334,1.286,0.0,3.904,2.7,3.632,-6.334,11.133,8.102,-40.448,0.301,4.82,11.407,0.0,0.0,0.201,11.75,-0.142718868,-0.314475485,-0.044391042,-0.002870398,0.144261221,0.054604884,-1.491390353,-0.012664713,1.0,0.071328493,1.962204945,-2.208583597,-0.334880419,0.253062314,0,0,
1072914,LIFEF X INC,10-K,2001-02-12,2000-12-31,5940.0,NV,NV,1231.0,1072914_2000,120574,7372.0,0.0,0.0,0.0,0,5.258,1.408,7.787,6.039,5.151,0.0,19.207,0.089,0.0,0.058,0.372,-11.571,0.0,0.218,0.0,1.497,1.748,-11.571,2.655,0.0,-50.721,0.022,0.0,9.826,0.0,0.005,0.046,5.0,0.609004476,-0.135816815,0.000341764,0.0,0.045331964,,,,1.0,0.062883324,,-6.513548221,-1.479388725,0.306288448,0,0,
1073429,US CONCRETE INC,10-K,2001-03-22,2000-12-31,3272.0,DE,DE,1231.0,1073429_2000,120824,3270.0,0.0,0.0,0.0,0,77.952,25.283,355.837,150.555,0.711,314.297,22.452,0.107,192.9,157.027,11.212,16.86,9.494,0.0,0.0,36.42,205.282,16.86,101.513,0.0,23.363,62.641,394.636,0.545,0.0,11.75,14.095,6.25,0.08093976,0.12610914,0.060010096,0.018090968,0.7647687,1.845678454,-2.280181925,-0.009121907,1.0,1.072902191,0.505429305,0.065656466,0.120012815,-0.09561163,0,0,
1074771,TRIAD HOSPITALS INC,10-K,2001-03-01,2000-12-31,6324.0,DE,DE,1231.0,1074771_2000,120302,8062.0,0.0,0.0,0.0,0,328.2,67.4,1400.5,573.7,6.7,1074.3,34.784,9.0,51.0,581.7,76.1,4.4,34.7,79.4,0.0,136.3,776.8,4.4,1325.9,0.0,-49.3,171.1,1235.5,9.9,0.0,12.9,62.2,32.5625,0.043186461,0.059089583,0.014954771,0.001604902,0.457550875,-0.141767324,-0.089186228,0.073700883,1.0,0.50650949,1.239214427,-0.035201714,0.056765441,0.013860519,0,0,
1075316,WEBTRENDS CORP,10-K,2001-02-07,2000-12-31,7372.0,ORType,ORType,,1075316_2000,118446,7372.0,0.0,0.0,0.0,0,102.695,3.502,120.479,97.605,86.0,4.678,26.426,0.0,0.0,0.0,2.493,8.921,0.0,6.295,72.195,22.874,22.874,8.921,13.073,0.0,11.963,15.345,61.271,2.958,0.906,5.254,0.0,28.9375,-0.02264681,0.315792971,0.098484201,-0.000607458,0.20410196,2.234714631,-0.023951428,0.026210601,1.0,0.127637893,0.897742102,0.099295313,0.117655359,-0.257087806,0,0,
1075531,PRICELINE COM INC,10-K,2001-03-30,2000-12-31,7373.0,DE,DE,1231.0,1075531_2000,119314,7370.0,0.0,0.0,0.0,0,131.223,40.691,195.078,-248.907,101.544,1027.402,176.348,0.0,0.0,0.0,15.825,-315.145,0.0,0.0,10.952,79.297,84.405,-315.145,52.17,359.58,-1529.631,13.889,1235.396,14.031,0.0,0.0,0.0,1.3125,-0.157509687,-1.912079804,-0.024830289,0.0,0.289376557,1.674980099,1.812930566,1.621628498,1.0,-1.075393135,0.535143379,-7.841125088,-1.615482012,3.901810227,0,0,
1076016,BROADBASE SOFTWARE INC,10-K,2001-03-23,2000-12-31,7389.0,DE,DE,1231.0,1076016_2000,123994,7372.0,0.0,0.0,0.0,0,188.113,16.21,1275.935,1205.505,152.22,23.461,81.069,0.346,0.0,0.703,81.228,-193.431,0.0,15.54,101.034,69.727,70.43,-193.431,27.177,0.0,-235.371,27.536,48.254,177.398,0.0,0.0,0.341,6.25,-0.039622108,1.504203875,0.036486968,0.0,0.86680356,1.661895024,-2.061111613,0.1781053,1.0,2.379217703,0.305761761,-0.184469428,-0.15133216,-1.753870041,0,0,
1076405,PEPSI BOTTLING GROUP INC,10-K,2001-03-28,2000-12-30,2080.0,DE,DE,1231.0,1076405_2000,119417,2086.0,0.0,0.0,0.0,0,1584.0,344.0,7736.0,1646.0,318.0,4065.0,145.0,26.0,0.0,3271.0,340.0,229.0,281.0,0.0,0.0,967.0,5784.0,229.0,5068.0,0.0,101.0,808.0,7982.0,0.0,0.0,135.0,192.0,39.8125,-0.00703354,-0.002214262,-0.002474764,-0.001563009,0.654084798,0.068795084,-0.012653615,0.014031956,0.0,0.285129649,1.471657558,0.013055843,0.071871768,0.016672094,0,0,
1077688,HOOKER FURNITURE CORP,10-K,2001-02-23,2000-11-30,2510.0,VA,VA,1130.0,1077688_2000,122211,2510.0,0.0,0.0,0.0,0,77.01,5.406,133.531,75.559,1.243,181.454,5.856,1.581,41.0,27.919,6.689,14.914,42.785,0.0,0.0,16.341,57.972,14.914,104.025,0.0,94.963,31.019,250.828,0.0,0.0,7.995,0.83,8.125,,,,,0.625480226,,,,1.0,1.588041194,,0.711168193,0.177778943,,0,0,
1078207,DIRECT FOCUS INC,10-K,2001-03-30,2000-12-31,3949.0,WA,WA,1231.0,1078207_2000,27760,,0.0,0.0,0.0,0,96.317,12.336,117.126,92.867,77.181,72.699,15.689,0.0,0.0,0.0,2.874,41.626,12.653,0.0,0.0,23.797,24.259,41.626,20.281,0.0,76.055,4.941,223.927,0.622,2.543,23.414,0.0,33.5625,-0.07374916,-0.013836778,0.002136242,0.037790887,0.198726158,0.920561069,-0.119353754,0.00761873,1.0,0.176364776,0.680108021,0.649343442,0.550619489,0.244626862,0,0,
1078295,MARIMBA INC,10-K,2001-03-28,2000-12-31,7372.0,DE,DE,1231.0,1078295_2000,120156,7372.0,0.0,0.0,0.0,0,78.628,2.881,87.408,66.803,64.529,3.338,23.585,0.0,0.0,0.153,1.599,-9.672,0.0,4.146,31.407,20.452,20.605,-9.672,8.312,0.0,-28.539,12.5,44.047,1.883,0.0,0.179,0.021,4.5,0.032648472,-0.187694989,0.057348436,0.0,0.212852371,0.409299801,0.14274484,-0.028737541,1.0,0.629430193,1.081354124,-0.326503295,-0.108365367,0.126332949,0,0,
1079182,NIAGARA MOHAWK HOLDINGS INC/NY,10-K,2001-02-16,2000-12-31,6770.0,NY,NY,1231.0,1079182_2000,7892,4931.0,0.0,0.0,0.0,0,869.871,511.501,12642.335,2675.114,108.343,3797.085,160.24,738.325,260.0,4678.963,312.337,-14.197,147.294,596.036,0.0,1595.903,9473.471,-15.106,9801.622,493.75,532.548,520.731,4539.272,0.0,9.881,-6.769,440.435,16.6875,-0.011147259,-0.022493074,0.011632153,0.000652635,0.534051028,0.061326924,-0.521082707,-0.001323204,1.0,1.000414734,1.081420077,0.04212418,0.033107808,0.019354421,0,0,
1079880,ONESOURCE INFORMATION SERVICES INC,10-K,2001-03-28,2000-12-31,7374.0,DE,DE,1231.0,1079880_2000,120634,7370.0,0.0,0.0,0.0,0,44.306,1.859,58.832,16.353,17.338,15.388,12.158,0.033,0.0,0.0,4.024,0.858,0.0,0.0,0.0,42.479,42.479,0.858,9.351,0.0,-13.904,19.373,51.889,1.823,0.0,0.066,0.091,7.75,-0.023845941,-0.013821063,0.091274302,0.0,0.618302964,0.526423624,0.195284233,0.130804056,1.0,0.173553587,0.84773708,-0.236333968,0.017252516,0.111582051,0,0,
1080224,EDGAR ONLINE INC,10-K,2001-03-29,2000-12-31,7389.0,DE,DE,1231.0,1080224_2000,120816,7370.0,0.0,0.0,0.0,0,7.679,1.191,39.466,29.483,3.781,3.022,14.909,0.576,0.0,6.008,3.484,-15.237,0.0,0.0,1.498,3.975,9.983,-15.237,5.139,0.0,-24.149,3.771,9.742,0.002,0.0,0.057,0.095,1.5938,0.045489282,0.057586944,0.068752024,0.0,0.819160797,0.661120225,-0.197105606,-0.178590355,1.0,1.240803357,0.601492459,-0.611893782,-0.38222774,-0.344459556,0,0,
1080280,ST JOHN KNITS INTERNATIONAL INC,10-K,2001-01-26,2000-10-29,2253.0,DE,DE,1231.0,1080280_2000,27923,2253.0,0.0,0.0,0.0,0,121.117,13.352,220.543,-146.67,25.148,127.734,5.577,5.578,0.0,261.847,13.363,23.813,49.167,0.0,0.017,51.297,313.144,23.813,142.988,54.069,-264.807,31.219,336.459,0.0,4.558,17.511,31.787,28.0,-0.026292082,0.001155953,-0.010969854,0.026418441,0.50949248,0.120817647,0.024455382,0.035961127,0.0,-0.939253055,1.180157967,-1.200704624,0.331504514,0.04154411,0,0,
1080709,ARENA PHARMACEUTICALS INC,10-K,2001-03-21,2000-12-31,2834.0,DE,DE,1231.0,1080709_2000,138122,8731.0,0.0,0.0,0.0,0,148.214,0.915,152.712,148.784,144.413,18.314,22.688,0.481,0.377,0.961,0.788,-6.362,0.0,0.0,0.0,1.616,3.928,-6.362,5.643,0.0,-20.691,2.116,7.683,145.476,0.0,0.0,0.22,15.5,0.041689924,0.293640457,0.026246915,0.0,0.026409189,,,1.621628498,1.0,0.423085673,0.806768136,-0.135490335,-0.040219498,-0.24556246,0,0,
1081665,NETWORK ACCESS SOLUTIONS CORP,10-K,2001-03-30,2000-12-31,4813.0,DE,DE,1231.0,1081665_2000,120956,5065.0,0.0,0.0,0.0,0,76.534,15.165,170.171,6.561,67.816,40.893,51.006,14.608,5.503,29.665,24.676,-118.5,0.456,0.0,53.081,54.707,84.372,-118.5,120.47,79.238,-160.478,5.901,30.617,150.923,0.0,0.05,3.823,0.625,-0.168913829,-0.421724147,0.019243716,0.000109174,0.069923783,0.749515292,0.583150508,-0.177000493,1.0,0.205811081,0.40201286,-0.943039648,-0.673598909,-0.147523027,1,1,2002.0
